[5/11/2015 - 13:26:14] (::1|)  => 
[19/11/2015 - 13:5:46] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:10:27] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:14:20] (::1|)  => http://localhost:80/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:15:40] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:24:25] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:28:48] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:33:14] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 13:37:53] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 15:7:36] (::1|)  => NULL
[19/11/2015 - 15:7:36] (::1|)  => 
[19/11/2015 - 15:7:37] (::1|)  => NULL
[19/11/2015 - 15:7:37] (::1|)  => 
[19/11/2015 - 15:8:3] (::1|)  => array (
  '' => NULL,
)
[19/11/2015 - 15:9:44] (::1|)  => array (
  0 => 
  array (
    0 => 'POSITIF',
    1 => 'NEGATIF',
  ),
  1 => 
  array (
    0 => 
    array (
      0 => 'POSITIF.xml',
    ),
    1 => 
    array (
      0 => 'NEGATIF.xml',
    ),
  ),
  2 => false,
)
[19/11/2015 - 15:9:44] (::1|)  => array (
  '' => NULL,
)
[19/11/2015 - 15:10:49] (::1|)  => 1
[19/11/2015 - 15:10:49] (::1|)  => 0
[19/11/2015 - 15:10:49] (::1|)  => array (
  '' => NULL,
)
[19/11/2015 - 15:12:1] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:12:1] (::1|)  => 0
[19/11/2015 - 15:12:1] (::1|)  => NULL
[19/11/2015 - 15:12:1] (::1|)  => array (
  '' => NULL,
)
[19/11/2015 - 15:12:20] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:12:20] (::1|)  => 0
[19/11/2015 - 15:12:20] (::1|)  => NULL
[19/11/2015 - 15:12:20] (::1|)  => array (
  '' => NULL,
)
[19/11/2015 - 15:13:24] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:13:24] (::1|)  => 0
[19/11/2015 - 15:13:24] (::1|)  => 259 /home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/info_POSITIF.xml

[19/11/2015 - 15:13:24] (::1|)  => array (
  488941336218046464 => '#Pollution de l\'air: #Beijing se met à l\'énergie #solaire pour faire chuter ses émissions de #CO2 -
',
)
[19/11/2015 - 15:14:31] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:14:31] (::1|)  => 0
[19/11/2015 - 15:14:31] (::1|)  => 259 /home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/info_POSITIF.xml

[19/11/2015 - 15:14:31] (::1|)  => array (
  487536648239190016 => 'Prévention des risques d’#inondation : présentation de la stratégie d\'@ecologiEnergie sur
',
)
[19/11/2015 - 15:14:41] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:14:41] (::1|)  => 0
[19/11/2015 - 15:14:41] (::1|)  => 259 /home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/info_POSITIF.xml

[19/11/2015 - 15:14:41] (::1|)  => array (
  489321177576636416 => 'INRA La diversité des habitats non cultivés : un facteur clé pour préserver la biodiversi... | @scoopit via @Zehub
',
)
[19/11/2015 - 15:15:10] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:15:10] (::1|)  => 0
[19/11/2015 - 15:15:10] (::1|)  => 259 /home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/info_POSITIF.xml

[19/11/2015 - 15:15:10] (::1|)  => array (
  506378634009907200 => 'Un modèle interactif pour comprendre les mécanismes du réchauffement climatique
',
)
[19/11/2015 - 15:15:16] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:15:16] (::1|)  => 0
[19/11/2015 - 15:15:16] (::1|)  => 259 /home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/info_POSITIF.xml

[19/11/2015 - 15:15:16] (::1|)  => array (
  504693476920152065 => '@LePoint  Parce-que les Écologistes veulent une autres politique☺ Pour l\'instant ils l\'ont pas encore trouvé☺ Ils cherchent toujours ☺
',
)
[19/11/2015 - 15:16:33] (::1|)  => array (
  0 => 'POSITIF.xml',
)
[19/11/2015 - 15:16:33] (::1|)  => 0
[19/11/2015 - 15:16:33] (::1|)  => 259 /home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/info_POSITIF.xml

[19/11/2015 - 15:16:33] (::1|)  => array (
  487900842738331648 => 'vers 1Europe de solidarité sociale, de développement durable,  et de promotion de la démocratie participative  @NewDeal4Europe @JEF_Europe
',
)
[19/11/2015 - 15:17:6] (::1|)  => array (
  0 => 'sid_1',
)
[19/11/2015 - 15:17:6] (::1|)  => sid_1
[19/11/2015 - 15:17:6] (::1|)  => array (
  490057153135116288 => '#ecologie Le TAFTA est déjà utilisé pour affaiblir la réglementation europénne sur l\'environnement
',
)
[19/11/2015 - 15:18:14] (::1|)  => array (
  489422642643210241 => '@Rouqui2 Enfin les touriste vont enrichir un écosystème !!!
',
)
[19/11/2015 - 15:18:18] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:18:18] (::1|)  => sid_1
[19/11/2015 - 15:18:18] (::1|)  => array (
  488474312505294848 => 'Nouvelle information Les OGM et la panne de la biodiversité agricole
',
)
[19/11/2015 - 15:18:23] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:18:23] (::1|)  => sid_1
[19/11/2015 - 15:18:24] (::1|)  => array (
  506747039703519232 => 'Les rues de Charm el-Cheikh éclairées par l’énergie solaire
',
)
[19/11/2015 - 15:18:30] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:18:30] (::1|)  => sid_1
[19/11/2015 - 15:18:31] (::1|)  => array (
  487503760865128448 => 'Energie : la facture des villes s’envole malgré un recul de leur consommation | @scoopit
',
)
[19/11/2015 - 15:18:37] (::1|)  => array (
  489114633111109632 => '@Tsahal_IDF  Le plus gros degat est pour le moment une centrale electrique qui fournit gaza , suite a un tir foireux...
',
)
[19/11/2015 - 15:18:45] (::1|)  => array (
  489867045790822400 => '@Syrce37 cest de lamour ecologique ! 100% bio
',
)
[19/11/2015 - 15:18:46] (::1|)  => array (
  489138712732008448 => '@MisterC00l Il manque l\'écosystème Apple :)
',
)
[19/11/2015 - 15:18:46] (::1|)  => array (
  507194988304674816 => '#GCO : les écologistes strasbourgeois sont "stupéfaits"  #Strasbourg #bisbilles #PS #EELV -
',
)
[19/11/2015 - 15:18:52] (::1|)  => array (
  489303425671516160 => 'On se plaint de l\'environnement et de l\'écologie et l\'économie etc mais y\'a pire en fait 😂😂
',
)
[19/11/2015 - 15:19:18] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:19:18] (::1|)  => sid_1
[19/11/2015 - 15:19:18] (::1|)  => array (
  505059323647918080 => '@rivieresperdues @iciexplora Mobilisateur pour urbains qui aiment vivre en ville et qui veulent trouver solutions écologiques aux problèmes.
',
)
[19/11/2015 - 15:19:27] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:19:27] (::1|)  => sid_1
[19/11/2015 - 15:19:28] (::1|)  => array (
  489508643008569344 => 'Déplacement du Costa Concordia: Madame Ségolène Royal, Ministre de l\'Écologie, du Développement durable et de ...
',
)
[19/11/2015 - 15:19:33] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:19:33] (::1|)  => sid_1
[19/11/2015 - 15:19:34] (::1|)  => array (
  488374479215931392 => '@PierreMinnaert c est grave l\'incitation aux conflits  !! Oui a l écologie mais non aux écologistes !@JVPlace
',
)
[19/11/2015 - 15:19:45] (::1|)  => array (
  0 => 'sid',
  1 => '1',
)
[19/11/2015 - 15:19:45] (::1|)  => sid_1
[19/11/2015 - 15:19:45] (::1|)  => array (
  489303425671516160 => 'On se plaint de l\'environnement et de l\'écologie et l\'économie etc mais y\'a pire en fait 😂😂
',
)
[19/11/2015 - 15:20:44] (::1|)  => t2
[19/11/2015 - 15:20:44] (::1|)  => array (
  489046736284155904 => 'Bravo! RT @EspacePourLaVie: #MardiDD : le rapport de développement durable 2011-2013 est en ligne sur notre site web:
',
)
[19/11/2015 - 15:21:18] (::1|)  => array (
  489799664167055360 => '#Produits #BTP #Bâtiment Biodiversité : Sita et la LPO signe un partenariat
',
)
[19/11/2015 - 15:22:24] (::1|)  => array (
  489413802975563776 => 'Je ne trouve pas si vilaines que ça les éoliennes
',
  487955222745329665 => '@richie3366 j\'ai réglé le problème,c\'était tout simplement un chunk no loadé là où était 3 éoliennes,du coup j\'ai remis les panneaux solaire
',
  489138712732008448 => '@MisterC00l Il manque l\'écosystème Apple :)
',
)
[19/11/2015 - 15:22:35] (::1|)  => array (
  488363578052071424 => 'RT@Denis_Baupin: Toute incitation à la haine est étrangère aux valeurs des écologistes @eelv @Loiselet @DinahZeghir @AlbertZennou @ECOLOdep
',
)
[19/11/2015 - 15:23:19] (::1|)  => array (
  488632972242063360 => 'Merci Pierre-Henri de maintenir en éveil permanent la menace OGM! L\'une des menaces ultimes pour l\'humanité!
',
  505224435763535872 => 'Impression 3D innovateurs invités à appliquer Visitez Start-Up de l\'écosystème de Chattanooga - Impression...
',
)
[19/11/2015 - 15:23:33] (::1|)  => array (
  489663018016722944 => 'Un domaine viticole bordelais bio devient Refuge LPO pour protéger la biodiversité | @scoopit via @Zehub
',
  489723108668887040 => '[blog] Google multiplie les erreurs pour le lancement de son écosystème Android Wear: Google a réussi à prendr...
',
)
[19/11/2015 - 15:23:49] (::1|)  => array (
  490016933262409728 => 'Le Centrale électrique solaire était déjà super, mais là, ilst encore mieux !
',
  490071686096912384 => '@afpfr il n\' y a rien d écologique à faire bruler des pneus
',
  487739543332741120 => '#ecologie La coopération dans le domaine du développement urbain durable
',
  489788132792221697 => 'C\'est là où tu t\'dis que le réchauffement climatique aurait au moins le bénéfice de nous apporter la mer.
',
)
[19/11/2015 - 15:24:7] (::1|)  => array (
  490040601984139264 => 'Chine :  des milliers de fossiles vivants ressortent à cause des pluies | @scoopit
',
  489406980662915072 => 'EDF reçoit l\'approbation du gouvernement pour la construction d\'une centrale électrique
',
  488048051798695936 => '" Je suis en train de tomber malade , changement climatique."
',
  489556779060461569 => '@L_Arcadia_ oui mais moi ce qui m\'étonne c\'est par ex pour le réchauffement climatique tout le monde voit bien qu\'il est là et tout le monde
',
)
[19/11/2015 - 15:26:32] (::1|)  => array (
  488732531416911872 => '@JusteReaction   Je suis pour une écologie éthylique. Fièrement.
',
  489750956297289728 => '@kevadamsss Le Lorax ? Je ne m\'en lasse pas, une vraie leçon écologique...
',
  488352128054722560 => 'Le Havre : éoliennes en mer, Areva signe une convention locale - via @Dailymotion
',
  490062104083582976 => '@RadioContact 10° à Werchter. 35° à Werchter. Le réchauffement climatique accélère. https://t.co/x1JS7Tox3C  Merci de RT.
',
)
[19/11/2015 - 15:27:13] (::1|)  => NULL
[19/11/2015 - 15:27:13] (::1|)  => array (
  'sid_1' => '488732531416911872',
  'valence_1' => '2',
  'sid_2' => '489750956297289728',
  'valence_2' => '1',
  'sid_3' => '488352128054722560',
  'valence_3' => '3',
  'sid_4' => '490062104083582976',
  'valence_4' => '4',
  'sourcecat' => '[',
  'submit' => 'Soumettre',
)
[19/11/2015 - 15:27:26] (::1|)  => NULL
[19/11/2015 - 15:27:26] (::1|)  => array (
  'sid_1' => '488732531416911872',
  'valence_1' => '2',
  'sid_2' => '489750956297289728',
  'valence_2' => '1',
  'sid_3' => '488352128054722560',
  'valence_3' => '3',
  'sid_4' => '490062104083582976',
  'valence_4' => '4',
  'sourcecat' => '[',
  'submit' => 'Soumettre',
)
[19/11/2015 - 15:27:42] (::1|)  => NULL
[19/11/2015 - 15:27:42] (::1|)  => array (
  'sid_1' => '488732531416911872',
  'valence_1' => '2',
  'sid_2' => '489750956297289728',
  'valence_2' => '1',
  'sid_3' => '488352128054722560',
  'valence_3' => '3',
  'sid_4' => '490062104083582976',
  'valence_4' => '4',
  'sourcecat' => '[',
  'submit' => 'Soumettre',
)
[19/11/2015 - 15:27:42] (::1|)  => 488732531416911872	
489750956297289728	
488352128054722560	
490062104083582976
[19/11/2015 - 15:27:43] (::1|)  => array (
  487643118129274880 => 'Le club d\'investisseurs parisien étoffe avec rool\'in son portefeuille dans le domaine du développement durable.
',
  487575629282693121 => 'Bravo @VilleLongueuil pour votre vision d\'une #agriculture durable et écoresponsable.
',
  506538006690676737 => 'ONVPSM On peut aussi tjs espérer une remise en question de notre majorité vers la gauche et les écologistes @LauraSlimani #uniondelagauche”
',
  489878870883975168 => '#Senegal REPORTAGE : DOUNE BABA DIEYE en renaissance (vidéo): Après la tragédie écologique engendrée par...
',
)
[19/11/2015 - 15:30:13] (::1|)  => array (
  489267125425827840 => 'La #sardine, l’un des poissons les plus en danger en #Méditerranée via @DZnews_App
',
  507145771998007296 => 'Du rapport complexe entre environnement et intérêt économique.Ici on réintroduit le bouquetin, plus loin on éradique
',
  488744616142073856 => 'Merci Au jdp/y.guérin ! Journal des Professionnels Journal des Professionnels - Les points de presse de l\'entreprise:
',
  489398795281510400 => 'Je tiens à féliciter les écologistes qui ont réussi à surpasser, dans mon échelle d\'écœurement, les nutritionnistes.
',
)
[19/11/2015 - 15:31:5] (::1|)  => array (
  0 => 'EMOTION',
  1 => 'SENTIMENT',
  2 => 'INFORMATION',
  3 => 'OPINION',
)
[19/11/2015 - 15:31:5] (::1|)  => array (
  'sid_1' => '489267125425827840',
  'valence_1' => '3',
  'sid_2' => '507145771998007296',
  'valence_2' => '4',
  'sid_3' => '488744616142073856',
  'valence_3' => '1',
  'sid_4' => '489398795281510400',
  'valence_4' => '2',
  'sourcecat' => '["EMOTION","SENTIMENT","INFORMATION","OPINION"]',
  'submit' => 'Soumettre',
)
[19/11/2015 - 15:31:5] (::1|)  => 489267125425827840	INFORMATION
507145771998007296	OPINION
488744616142073856	EMOTION
489398795281510400	SENTIMENT
[19/11/2015 - 15:31:5] (::1|)  => array (
  489750956297289728 => '@kevadamsss Le Lorax ? Je ne m\'en lasse pas, une vraie leçon écologique...
',
  489094626872393728 => 'L\'élite restera l\'ELITE ! #TeamRouxForEver
',
  489883791843160064 => 'Les religions détruiront le monde, bien avant l’effet de serre, le réchauffement climatique et la pollution, etc etc….
',
  489814842434670592 => 'Enfin ! Le décret d\'éco-conditionnalité signé
',
)
[19/11/2015 - 15:33:30] (::1|)  => array (
  507194988304674816 => '#GCO : les écologistes strasbourgeois sont "stupéfaits"  #Strasbourg #bisbilles #PS #EELV -
',
  488270205840150528 => '#Sciences Les OGM et la panne de la biodiversité agricole: Le chercheur Pierre-Henri Gouyon conteste une certa...
',
  489879919313186817 => '#ecologie Programme Environnement-Plage: la qualité de l\'eau des plages
',
  489138712732008448 => '@MisterC00l Il manque l\'écosystème Apple :)
',
)
[19/11/2015 - 15:34:22] (::1|)  => array (
  506860779061391360 => 'Réchauffement climatique: il est grand temps d’agir | Ban Ki-moon
',
  489059789771898880 => 'Comprendre l’emploi dans l’économie verte par l’analyse des métiers
',
)
[19/11/2015 - 15:34:34] (::1|)  => array (
  489001260063129600 => 'Un Israélien a inventé un chargeur qui charge le tel en 30s..Imaginez juste la conséquence pour les voitures électriques [AMPERSAND]l\'écologie #futur
',
  490038690123882496 => 'Rt @Corse_Matin: AOC Miel de Corse: moins de miel en 2013 lié au changement climatique
',
)
[19/11/2015 - 15:34:50] (::1|)  => array (
  489522740781527040 => 'Moi et Martin on a sauvés la terre du réchauffement climatique ! @Sauvee_Martin
',
  488349097141604352 => 'Video : Les #OGM et la panne de la #biodiversité agricole
',
)
[19/11/2015 - 15:37:28] (::1|)  => array (
  487598305661423616 => '.@RoyalSegolene mobilise ses services pour faire la lumière sur le décès du jeune garçon au chalet d’Ascou (Ariège)
',
  489407350487277568 => 'Biodiversité et climat: Deux crises qui glissent entre les mains du gouvernement Couillard | Greenpeace Canada
',
)
[19/11/2015 - 15:37:44] (::1|)  => array (
  489475726195040257 => '#RegionPACA Un Budget 2015 bien difficile à préparer  Merci au #CICE et à la baisse des dotations aux Régions
',
  489012163059924992 => 'Protection de la biodiversité : dysfonctionnement inacceptable dans le cœur du parc national des...
',
)
[19/11/2015 - 15:38:22] (::1|)  => array (
  489677577724772352 => 'Escroquerie du réchauffement climatique anthropique… La fadaise des 97% de “consensus” scientifi...
',
  506261450273206272 => 'Écologistes! Le Pape François promet une encyclique sur la préservation de la création |
',
)
[19/11/2015 - 15:38:30] (::1|)  => array (
  490042535231127552 => 'Le projet européen TowerPower contrôle le vieillissement des structures d\'éoliennes offshore | @scoopit
',
  489722349529206784 => 'A Montréal aussi (Québec), pas facile de trouver un consensus sur les lieux de traitement des déchets ménagers…
',
)
[19/11/2015 - 15:38:44] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 15:56:22] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 15:57:8] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 15:57:12] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 15:57:40] (::1|)  => array (
  487852753352683520 => 
  array (
    'sourcefile' => '/home/paul/projects/custom/cpm/data/demo_pap/demo_workspace/empty_MEPRIS.xml',
    'content' => 'Plage du Costa Rica. A tous les naïfs qui pensent que la disparition des espèces est due au changement climatique.😭
',
  ),
)
[19/11/2015 - 15:57:40] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 15:58:49] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:1:6] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:1:53] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:1:54] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:1:56] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:2:19] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:3:41] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:11:42] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:14:39] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:30:13] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:37:24] (::1|)  => grep -l 505912494024851458 /home/paul/projects/custom/cpm/data/demo_pap/xml/*
[19/11/2015 - 16:37:24] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/xml/DEVALORISATION.xml

[19/11/2015 - 16:38:36] (::1|)  => grep -l 489677577724772352 /home/paul/projects/custom/cpm/data/demo_pap/xml/*
[19/11/2015 - 16:38:36] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/xml/NEGATIF.xml

[19/11/2015 - 16:38:36] (::1|)  => tools/extractpassagesentences.py /home/paul/projects/custom/cpm/data/demo_pap/xml/NEGATIF.xml
 1 489677577724772352.txt
[19/11/2015 - 16:48:33] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:48:41] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:48:53] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 16:49:12] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 17:13:52] (::1|)  => NULL
[19/11/2015 - 18:10:55] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T1b.txt
[19/11/2015 - 18:12:3] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T1b.txt
[19/11/2015 - 18:12:49] (::1|)  => /home/paul/projects/custom/cpm/data/demo_pap/extractdeftsubsetfromentry.py /tmp/demo_deft_hyp /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T1b.txt
[19/11/2015 - 18:13:23] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 18:13:53] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 18:18:24] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 18:20:27] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 18:20:40] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 18:21:25] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 20:22:23] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
[19/11/2015 - 20:22:26] (::1|)  => /var/www/cpm/tools/extractdeftsubsetfromentry3.py /tmp/demo_deft_hyp_fixed /home/paul/projects/custom/cpm/data/demo_pap/deft2015_corpus/TESTS_REFERENCE_DATA/T3b.txt
